@RELATION IrisGeometicFeatures_TrainingSet

@ATTRIBUTE 1	REAL
@ATTRIBUTE 2	REAL
@ATTRIBUTE 3	REAL
@ATTRIBUTE 4	REAL
@ATTRIBUTE 5	REAL
@ATTRIBUTE class	{1,2,3}

@DATA
0,2,2,36643.5367,2.25,2
5,2,3,40114.9966,2.0545,2
3,3,0,40114.9966,2.0545,2
0,2,2,32685.13,1.9615,2
3,3,0,39408.1382,2.3333,2
5,3,2,38013.2711,2.5581,2
7,2,5,35968.0943,2.3778,2
3,2,1,38013.2711,2.5581,2
7,2,5,35968.0943,2.4884,2
0,7,7,34636.059,3.2813,2
0,8,8,38013.2711,3.4375,2
2,7,5,33329.1565,3.1212,2
2,8,6,38013.2711,3.3333,2
5,7,2,39408.1382,3.3939,2
3,7,4,40114.9966,3.5313,2
5,5,0,35968.0943,3.8214,2
3,7,4,33329.1565,3.4333,2
3,5,2,38013.2711,2.8947,2
7,5,2,36643.5367,3.0857,2
7,5,2,39408.1382,2.8,2
5,5,0,39408.1382,2.6667,2
8,5,3,34636.059,3.2813,2
10,5,5,35968.0943,3.2424,2
7,3,4,38013.2711,3.1429,2
8,3,5,38013.2711,2.8947,2
2,2,0,46759.4651,2.3019,2
2,3,1,43743.5361,2.5106,2
2,3,1,43743.5361,2.6222,2
2,3,1,43743.5361,2.6222,2
2,2,0,43005.2618,2.4894,2
3,5,2,41547.5628,2.7381,2
5,2,3,41547.5628,2.875,2
5,3,2,41547.5628,2.7381,2
5,7,2,40114.9966,2.9737,2
3,7,4,38013.2711,2.973,2
3,7,4,39408.1382,2.9474,2
3,8,5,40114.9966,2.825,2
3,5,2,36643.5367,2.8421,2
5,3,2,38013.2711,2.619,2
3,3,0,38013.2711,2.75,2
2,3,1,38013.2711,2.8947,2
0,5,5,36643.5367,2.5714,2
0,3,3,34636.059,2.0192,2
3,7,4,35968.0943,3.0571,2
3,7,4,35968.0943,2.675,2
5,0,5,34636.059,2.4419,2
5,2,3,34636.059,2.4419,2
5,3,2,34636.059,2.7632,2
3,3,0,33329.1565,3.1212,2
2,5,3,43743.5361,2.7442,2
7,7,0,43005.2618,2.7209,2
5,5,0,45238.9342,2.5532,2
5,7,2,46759.4651,2.5957,2
10,2,8,39408.1382,2.8,2
5,3,2,43005.2618,2.7857,2
10,3,7,41547.5628,2.7381,2
3,3,0,41547.5628,2.875,2
0,7,7,39408.1382,2.6667,2
0,8,8,38013.2711,2.973,2
5,8,3,40114.9966,2.6905,2
0,8,8,38013.2711,2.973,2
3,3,0,34636.059,2.8378,2
5,2,3,35968.0943,3.2424,2
5,3,2,38013.2711,3.4375,2
5,3,2,35968.0943,3.2424,2
2,7,5,39408.1382,1.9649,2
0,3,3,38013.2711,2,2
2,8,6,38013.2711,1.9298,2
3,3,0,39408.1382,2.3333,2
3,7,4,39408.1382,2.24,2
3,3,0,38013.2711,1.7742,2
3,5,2,38013.2711,2.1154,2
7,2,5,38013.2711,1.6418,2
3,5,2,30171.8558,3.0625,2
3,5,2,28352.8737,3.1667,2
3,7,4,31415.9265,3.3333,2
3,7,4,30171.8558,3.2667,2
5,5,0,31415.9265,2.8571,2
3,3,0,30171.8558,3.0625,2
3,3,0,29559.2453,2.9394,2
3,3,0,31415.9265,3.0303,2
8,7,1,34636.059,3.1818,2
3,8,5,36643.5367,3.0857,2
7,8,1,41547.5628,2.7381,2
7,5,2,34636.059,2.625,2
3,3,0,35968.0943,2.8158,2
0,7,7,38013.2711,3.1429,2
2,5,3,35968.0943,2.8919,2
3,7,4,34636.059,3,2
7,7,0,36643.5367,3.0857,2
5,5,0,35968.0943,3.2424,2
7,5,2,38013.2711,3.3333,2
5,7,2,36643.5367,2.9189,2
5,3,2,39408.1382,2.8,2
5,2,3,34636.059,3.5,2
3,3,0,35968.0943,3.2424,2
7,2,5,35968.0943,3.3438,2
0,5,5,35968.0943,3.2424,2
3,5,2,36643.5367,2.9189,2
0,7,7,39408.1382,3.5,2
2,5,3,49087.3852,1.7123,2
3,3,0,32685.13,2.7568,2
3,5,2,34636.059,3.2813,2
7,5,2,32685.13,3.4,2
5,5,0,35968.0943,3.3438,2
3,5,2,41547.5628,2.4468,2
0,5,5,41547.5628,2.7381,2
0,7,7,40114.9966,3.0541,2
2,5,3,41547.5628,2.6744,2
0,3,3,40114.9966,2.825,2
0,2,2,40114.9966,2.6905,2
0,2,2,38013.2711,2.75,2
2,2,0,40114.9966,2.825,2
2,5,3,36643.5367,2.8421,2
0,3,3,36643.5367,2.8421,2
2,7,5,36643.5367,2.8421,2
2,5,3,38013.2711,2.973,2
2,3,1,36643.5367,2.9189,2
0,2,2,41547.5628,2.7381,2
0,2,2,35968.0943,2.675,2
0,2,2,35968.0943,2.675,2
3,7,4,40114.9966,3.4242,2
3,5,2,41547.5628,3.8333,2
0,3,3,38013.2711,3.3333,2
2,5,3,41547.5628,3.4848,2
2,2,0,40114.9966,3.0541,2
0,2,2,40114.9966,3.5313,2
3,2,1,38013.2711,3.1429,2
2,0,2,35968.0943,3.3438,2
3,8,5,36643.5367,2.7,2
5,8,3,39408.1382,2.6047,2
2,7,5,38013.2711,2.2917,2
2,7,5,39408.1382,2.1132,2
5,7,2,38013.2711,2.75,2
3,5,2,36643.5367,2.7,2
3,5,2,35968.0943,2.8158,2
5,3,2,32685.13,2.3721,2
5,3,2,40114.9966,2.825,2
3,5,2,40114.9966,2.3542,2
3,5,2,41547.5628,2.7381,2
3,5,2,40114.9966,2.4043,2
2,2,0,36643.5367,2.5116,2
0,0,0,35968.0943,2.8158,2
3,0,3,36643.5367,2.7,2
2,2,0,38013.2711,2.8947,2
2,5,3,41547.5628,2.5556,2
2,3,1,41547.5628,2.5556,2
2,7,5,40114.9966,2.6905,2
2,5,3,43005.2618,2.34,2
7,3,4,40114.9966,2.5111,2
3,3,0,39408.1382,2.4889,2
3,3,0,38013.2711,2.619,2
5,3,2,38013.2711,2.5581,2
3,10,7,36643.5367,1.8,2
3,5,2,40114.9966,1.6866,2
7,8,1,39408.1382,1.8667,2
5,10,5,39408.1382,1.8065,2
7,5,2,35968.0943,1.8448,2
5,7,2,35968.0943,1.8772,2
5,7,2,35968.0943,2.2766,2
5,5,0,36643.5367,1.7419,2
5,5,0,40114.9966,2.9737,2
3,7,4,39408.1382,3.027,2
3,10,7,41547.5628,3.8333,2
5,8,3,40114.9966,4.0357,2
3,5,2,35968.0943,2.5476,2
2,5,3,38013.2711,2.619,2
7,5,2,38013.2711,3.1429,2
3,5,2,35968.0943,3.3438,2
2,5,3,41547.5628,3.2857,2
2,5,3,41547.5628,3.4848,2
0,3,3,41547.5628,2.3,2
0,5,5,40114.9966,2.825,2
3,0,3,39408.1382,3.3939,2
2,3,1,43005.2618,3.6563,2
2,2,0,38013.2711,2.75,2
3,0,3,38013.2711,2.973,2
2,3,1,39408.1382,2.4889,2
5,3,2,40114.9966,2.1321,2
2,2,0,34636.059,3.5,2
2,3,1,38013.2711,2.8947,2
3,2,1,39408.1382,3.027,2
0,5,5,39408.1382,2.0364,2
3,2,1,36643.5367,3.2727,2
0,3,3,35968.0943,2.5476,2
3,3,0,35968.0943,3.8214,2
3,5,2,34636.059,3.8889,2
2,3,1,34636.059,4.7727,2
2,5,3,34636.059,4.2,2
0,7,7,35968.0943,3.963,2
3,2,1,35968.0943,3.963,2
2,7,5,32685.13,4.6364,2
0,7,7,34636.059,4.7727,2
7,5,2,41547.5628,2.3958,2
3,5,2,39408.1382,2.383,2
2,5,3,43005.2618,2.4894,2
0,5,5,40114.9966,2.6279,2
2,2,0,38013.2711,2.4444,2
3,3,0,39408.1382,2.1538,2
3,3,0,39408.1382,2.6047,2
0,3,3,40114.9966,2.5111,2
2,2,0,40114.9966,2.6279,2
5,7,2,41547.5628,2.875,2
3,7,4,40114.9966,2.9737,2
2,3,1,35968.0943,3.0571,2
3,7,4,40114.9966,2.6905,2
5,7,2,41547.5628,2.5556,2
3,7,4,35968.0943,3.0571,2
3,7,4,43005.2618,2.7857,2
2,5,3,39408.1382,2.6047,2
2,5,3,41547.5628,2.875,2
3,5,2,43743.5361,2.7442,2
5,3,2,43743.5361,2.7442,2
2,0,2,38013.2711,2.75,2
3,0,3,38013.2711,2.619,2
3,2,1,36643.5367,2.5714,2
3,2,1,39408.1382,2.4889,2
2,2,0,40114.9966,2.6905,2
2,0,2,39408.1382,2.6667,2
5,0,5,39408.1382,3.2,2
5,2,3,39408.1382,3.3939,2
2,2,0,43005.2618,2.34,2
5,3,2,43743.5361,2.95,2
3,2,1,39408.1382,2.6667,2
0,2,2,41547.5628,2.875,2
2,7,5,40114.9966,3.2286,2
3,7,4,40114.9966,3.5313,2
0,7,7,38013.2711,3.1429,2
0,8,8,40114.9966,3.2286,2
2,5,3,35968.0943,3.0571,2
5,2,3,39408.1382,3.3939,2
2,3,1,38013.2711,3.4375,2
2,5,3,38013.2711,3.4375,2
0,3,3,43005.2618,2.925,2
0,5,5,39408.1382,3.027,2
3,5,2,43743.5361,3.1892,2
0,5,5,41547.5628,2.875,2
2,0,2,39408.1382,3.027,2
2,0,2,38013.2711,3.1429,2
3,0,3,38013.2711,2.973,2
2,0,2,38013.2711,3.1429,2
3,8,5,40114.9966,3.6452,2
7,5,2,39408.1382,3.3939,2
5,3,2,41547.5628,3.5938,2
7,2,5,38013.2711,3.3333,2
5,3,2,38013.2711,3.3333,2
3,3,0,39408.1382,3.2,2
3,3,0,39408.1382,3.3939,2
5,0,5,39408.1382,3.2,2
2,2,0,38013.2711,2.3404,2
0,0,0,41547.5628,2.4468,2
5,5,0,38013.2711,2.2917,2
3,2,1,40114.9966,2.4043,2
3,3,0,34636.059,2.4419,2
2,2,0,35968.0943,2.675,2
2,3,1,34636.059,2.5,2
3,3,0,35968.0943,2.675,2
2,2,0,33329.1565,2.9429,2
3,2,1,34636.059,3.2813,2
2,2,0,34636.059,3.1818,2
3,2,1,36643.5367,3.2727,2
5,2,3,35968.0943,3.0571,2
8,0,8,34636.059,3.2813,2
5,2,3,33329.1565,2.9429,2
7,2,5,35968.0943,3.2424,2
2,3,1,43005.2618,1.8,2
2,3,1,41547.5628,1.8254,2
2,3,1,40114.9966,1.7937,2
2,2,0,40114.9966,1.8226,2
3,2,1,38013.2711,1.8966,2
2,0,2,43005.2618,1.7463,2
0,2,2,39408.1382,1.8667,2
0,2,2,38013.2711,1.7742,2
2,5,3,40114.9966,2.825,2
2,5,3,41547.5628,2.875,2
3,7,4,40114.9966,2.9737,2
2,7,5,41547.5628,3.1081,2
0,5,5,38013.2711,2.8947,2
2,3,1,43005.2618,3.1622,2
3,5,2,40114.9966,2.9737,2
2,2,0,36643.5367,3.375,2
7,7,0,38013.2711,1.6923,2
0,5,5,39408.1382,1.8065,2
7,5,2,38013.2711,1.9298,2
7,5,2,36643.5367,1.8947,2
7,5,2,39408.1382,1.6716,2
5,3,2,34636.059,1.6935,2
7,7,0,33329.1565,1.807,2
5,7,2,34636.059,1.9091,2
2,7,5,40114.9966,3.0541,2
0,7,7,43005.2618,3.1622,2
2,3,1,43005.2618,3.1622,2
2,5,3,43005.2618,3.3429,2
0,5,5,40114.9966,3.5313,2
0,5,5,39408.1382,3.3939,2
2,7,5,41547.5628,3.1081,2
0,5,5,40114.9966,3.0541,2
2,5,3,40114.9966,2.3542,2
2,5,3,39408.1382,2.6667,2
0,7,7,41547.5628,2.7381,2
3,7,4,40114.9966,2.5111,2
0,2,2,36643.5367,2.5116,2
2,3,1,36643.5367,2.5714,2
2,3,1,38013.2711,2.4444,2
2,2,0,36643.5367,2.7,2
0,5,5,36643.5367,3.0857,2
3,5,2,35968.0943,3.5667,2
3,3,0,38013.2711,2.8947,2
5,3,2,35968.0943,2.8919,2
7,3,4,34636.059,3.1818,2
0,7,7,36643.5367,3.2727,2
0,7,7,34636.059,2.4419,2
2,3,1,33329.1565,3.2188,2
2,5,3,38013.2711,2.4444,2
0,5,5,36643.5367,2.8421,2
2,5,3,35968.0943,3.2424,2
3,5,2,38013.2711,2.973,2
0,3,3,35968.0943,2.5476,2
0,3,3,34636.059,2.7632,2
0,3,3,35968.0943,2.8158,2
2,2,0,36643.5367,3.2727,2
3,7,4,38013.2711,2.5581,3
7,5,2,36643.5367,2.5714,3
3,2,1,38013.2711,2,3
5,2,3,36643.5367,1.8947,3
2,5,3,35968.0943,2.14,3
0,0,0,27171.6349,1.9375,3
5,3,2,39408.1382,1.6,3
0,5,5,32685.13,1.8889,3
2,5,3,43005.2618,2.4375,3
3,8,5,41547.5628,2.3958,3
3,5,2,43005.2618,2.4894,3
3,7,4,43005.2618,2.6,3
0,3,3,40114.9966,2.6279,3
0,2,2,38013.2711,2.619,3
0,3,3,43005.2618,2.4894,3
5,2,3,43005.2618,2.2075,3
5,5,0,35968.0943,2.8919,3
0,3,3,34636.059,2.7632,3
2,5,3,33329.1565,3.1212,3
3,3,0,34636.059,3.1818,3
2,3,1,34636.059,2.5,3
0,3,3,33329.1565,2.3953,3
2,3,1,33329.1565,3.1212,3
2,0,2,32685.13,2.9143,3
2,5,3,34636.059,3.8889,3
3,3,0,36643.5367,3.8571,3
2,7,5,33329.1565,4.12,3
0,5,5,33329.1565,4.12,3
0,7,7,31415.9265,4,3
2,3,1,39408.1382,3.7333,3
0,3,3,33329.1565,3.6786,3
3,5,2,40114.9966,4.0357,3
5,7,2,39408.1382,3.027,3
2,7,5,40114.9966,3.0541,3
3,8,5,38013.2711,2.8947,3
0,7,7,38013.2711,2.973,3
0,3,3,41547.5628,2.4468,3
2,3,1,35968.0943,2.8158,3
3,3,0,43005.2618,2.925,3
2,2,0,34636.059,2.625,3
2,7,5,38013.2711,2.619,3
2,5,3,39408.1382,2.8,3
2,7,5,38013.2711,2.5581,3
3,7,4,36643.5367,2.7,3
3,3,0,36643.5367,2.8421,3
0,2,2,36643.5367,2.9189,3
0,3,3,41547.5628,3.0263,3
2,2,0,36643.5367,2.9189,3
3,3,0,39408.1382,2.8,3
2,3,1,40114.9966,2.9737,3
2,3,1,41547.5628,3.0263,3
3,2,1,41547.5628,2.6744,3
3,2,1,38013.2711,3.3333,3
3,0,3,39408.1382,3.2,3
3,2,1,38013.2711,3.6667,3
2,0,2,38013.2711,3.4375,3
2,3,1,40114.9966,2.9737,3
5,3,2,38013.2711,2.619,3
2,3,1,41547.5628,3.0263,3
2,3,1,38013.2711,2.4444,3
3,3,0,38013.2711,3.4375,3
3,2,1,38013.2711,2.75,3
3,0,3,38013.2711,3.1429,3
2,2,0,36643.5367,2.7,3
3,7,4,43743.5361,3.5758,3
2,8,6,41547.5628,3.4848,3
2,3,1,40114.9966,3.0541,3
3,7,4,39408.1382,2.9474,3
3,2,1,43743.5361,3.5758,3
2,2,0,38013.2711,3.4375,3
3,2,1,45238.9342,2.7907,3
2,0,2,43743.5361,2.95,3
3,7,4,43743.5361,3.1892,3
3,7,4,45238.9342,3.2432,3
2,7,5,40114.9966,2.3542,3
7,7,0,43005.2618,2.4894,3
5,3,2,40114.9966,3.4242,3
5,3,2,39408.1382,3.3939,3
8,2,6,34636.059,2.3333,3
7,5,2,35968.0943,2.2766,3
3,5,2,40114.9966,3.4242,3
2,3,1,39408.1382,3.2,3
3,7,4,39408.1382,3.5,3
2,7,5,40114.9966,3.4242,3
2,3,1,36643.5367,3.2727,3
2,3,1,35968.0943,3.2424,3
3,2,1,36643.5367,3.375,3
3,3,0,38013.2711,3.4375,3
